Date,provider,llm_sentiment_score,llm_market_impact_score,llm_uncertainty_score,llm_adoption_score,llm_regulation_score,llm_macro_score,llm_technical_score,llm_event_type,llm_summary,llm_rationale
2022-06-27,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-06-28,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-26,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-27,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-07-28,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-26,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-08-27,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-09-26,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-10-26,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-11-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-11-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-11-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-11-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2022-12-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-01-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-02-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-03-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-03-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-03-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-03-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-03-25,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-04-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-05-24,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-06-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-06-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-06-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-06-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-06-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-07-23,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-08-22,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-09-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-09-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-09-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-09-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-09-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-10-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-10-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-10-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-10-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-10-21,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-11-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-11-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-11-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-11-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-11-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2023-12-20,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-01-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-01-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-01-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-01-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-02-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-03-19,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-04-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-05-18,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-06-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-07-17,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-08-16,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-09-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-10-15,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-11-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-11-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-11-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-11-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2024-12-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-01-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-02-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-03-14,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-04-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-05-13,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-06-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-07-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-07-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-07-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-07-12,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-08-11,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-09-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-10-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-10-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-10-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-10-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-10-10,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-11-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-09,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-30,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2025-12-31,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-01,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-02,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-01-08,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-02-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-02-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-02-05,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-02-06,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-02-07,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-03-02,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-03-03,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
2026-03-04,gemini,0.0,0.0,1.0,0.0,0.0,0.0,0.0,other,,
